id,name,town,id_nummer,nb_employees,nb_employees_with_degree,address,method,year_of_reference,foundation_year,assets,profits,director,share_of_total_capital,status,date,contact,buying_price 1,buying_price 2,buyer_city,buyer,date_sale,surface_building,surface_for_devt,capital_on_sale 1,capital_on_sale 2,surface_agri,date_calls
6778,ŠPIK-NAPREDAK,Ivanjica,17466372,131,4,V.Marinkovića 139,Auction,2010,2002,212332,0,Milutin Popović,"70,00%",Sold,04.February 2003.,Filip Jelić,23166000,RSD,"ITALY, Udine",FANTONI SPA- Z.I.R.,31.October 2006.,,65683,,,,
6784,ŠPIK-IVERICA,Ivanjica,17466364,237,7,Venijamina Marinkovića 139,Auction,,2002,,,Nikola Luković,"70,00%",Sold,29.January 2003.,Nikola Luković,28685000,RSD,"ITALY, Udine",FANTONI SPA- Z.I.R.,31.October 2006.,,48499,,,,
6820,INEKS MORAVICA,Ivanjica,7157843,123,1,Milinka Kušića 106,Auction,2010,1949,3533524,0,Dragovan Milinković,"70,00%",Sold,03.February 2003.,Dragovan Milinković,77171000,RSD,"SERBIA, Ivanjica",RADOSLAV SEKULIĆ,05.July 2005.,,26571,,,3116,
6822,INTER-PROMET,Beograd,7079036,5,1,Save Maškovića 3,Auction,2010,1989,18042,139,Veseli  Petković,"70,00%",Sold,03.December 2002.,Veseli  Petković,10600000,RSD,"SERBIA, Beograd",VESELIN PETKOVIĆ (Konzorcijum),28.May 2004.,,,,,,
6858,CENTAR,Beograd,7025327,9,3,Miklošićeva 14,Auction,2010,1963,31144,2707,Vukana Petrović,"59,00%",Sold,21.December 2004.,Vukana Petrović,27000000,RSD,"SERBIA, Beograd - Zemun",ŽELJKO PANTOVIĆ,29.December 2006.,250,360,,,,
6877,DPP RATAR,Jaša Tomić,8057648,88,5,Maršala Tita 70,Auction,2010,1968,446771,0,v.d. Bojan Marinić,"70,00%",Sold,08.December 2004.,Aleksandra Skipina,150186000,RSD,"SERBIA, Beograd",BATAS  INTERNATIONAL  DOO,10.March 2009.,11007,,,,15750605,
6898,SANDžAKTRANS-AUTOREMONT-SERVIS,Novi Pazar,7194064,32,1,Stevana Nemanje 232,Auction,2010,1971,14202,64,Hidajet Ramović,"70,00%",Sold,24.July 2003.,Hidajet Ramović,2600000,RSD,"SERBIA, Novi Pazar",NIJAZIJA LEKPEK,23.December 2003.,1826,,,,,
6913,GRADITELj,Temerin,8123420,21,-,Novosadska 388,Auction,,1978,,,Tarjan Laslo,"70,00%",Sold,13.February 2003.,Tarjan Laslo,1203000,RSD,"SERBIA, Novi Sad",BILJANA MANDIĆ,24.December 2003.,420,,,,,
6935,BRODOGRADILIŠTE KLADOVO,Kladovo,7223838,241,11,Đerdapski put bb,Auction,,1969,,,Željko Mijatović,"70,00%",Sold,03.March 2003.,Velimir Bonderović,26599000,RSD,"NETHERLANDS, 8862 LT Harlingen",PINKEGAT BEHEER B.V. (MEŠOVITI KONZORCIJUM),29.June 2004.,,,,,35375,
6943,PUT GP,Jagodina,7114737,205,10,Kralja Petra I br. 6/ 1,Auction,2010,1957,733753,100294,Dragan Đurđević,"40,30%",Sold,26.March 2003.,Miodrag Đorđević,23000000,RSD,"SERBIA, Zemun, Beograd",MILORAD STANKOVIĆ (KONZORCIJUM),02.November 2004.,3898,33957,,,89271,
6986,GRAĐEVINAR PROJEKT,Niš,7173466,28,13,IX Brigade 6,Auction,2010,1990,16274,0,Boris Nemet,"70,00%",Sold,03.March 2003.,Boris Nemet,9129000,RSD,"SERBIA, Niš",DRAGAN MAKSIMOVIĆ (Konzorcijum) - Građevinarprojekt (Niš),02.August 2005.,631,250,,,,
6998,BETONjERKA,Čačak,6851363,127,5,Nikole Tesle 5,Auction,2010,1997,126781,0,Radoš Vasilić,"70,00%",Sold,03.March 2003.,Radoš Vasilić,186000000,RSD,"SERBIA, BEOGRAD",SRĐAN ADŽEMOVIĆ,27.June 2006.,,72995,,,,
7036,Institut Z.N.R. 27 JANUAR / 27. JANUAR,Niš,7174063,26,14,Generala Milojka Lešjanina 39,Auction,2010,1964,10549,737,Miroslav Jovanović,"70,00%",Sold,30.July 2003.,Miroslav Jovanović,30000000,RSD,"SERBIA, Gadžin Han",MOMA NIKOLIĆ,20.June 2007.,300,818,,,,
7039,SELEKCIJA,Aleksinac,7153619,83,18,Aleksinac,Auction,2010,1943,215702,0,Ivica Stančić,"70,00%",Sold,12.February 2003.,Ivica Stančić,24000000,RSD,"SERBIA, Niš",CHEMICO DOO (KONZORCIJUM) - SELEKCIJA,24.December 2004.,7820,,,,632860,
7040,DALIA,Sremska Mitrovica,8014094,18,-,Trg Ćire Milekića 14,Auction,,1959,,,Ilija Filipović,"70,00%",Sold,12.February 2003.,Ilija Filipović,2600000,RSD,"SERBIA, Sremska Mitrovica",DRAGOSLAV STANIŠIĆ (Konzorcijum),30.July 2004.,37,,,,,
7043,SIGURNOST/SISTEM-FTO 011,Beograd,7356005,95,2,Bačvanska 21,Auction,2010,1988,19901,469,Petar Vulović,"70,00%",Sold,19.February 2003.,Petar Vulović,640000,RSD,"SERBIA, Beograd",SISTEM - FTO,12.September 2003.,,,,,,
7045,14. DECEMBAR-GREJANjE,Beograd,6969704,10,-,Rada Neimara 13a,Auction,,1994,,,Mihailo Jovanović,"70,00%",Sold,14.February 2003.,Mihailo Jovanović,1710000,RSD,"SERBIA, Beograd",DUŠAN NINČIĆ,02.December 2003.,640,,,,,
7050,KNEŽEVAC / MITECO KNEŽEVAC,Beograd,7056877,6,-,Oslobođenja 39,Auction,2010,1977,30082,16992,Đorđije Kamenko,"70,00%",Sold,14.February 2003.,Zorica Paunković,101000000,RSD,"SERBIA, Beograd",MIODRAG MITROVIĆ,04.October 2007.,,8934,,,,
7051,MINEL-ALARM,Beograd,7559763,2,-,Patrijarha Dimitrija 36,Auction,2010,1991,1896,0,Ivan Milanov,"70,00%",Sold,14.February 2003.,Ivan Milanov,7600000,RSD,"SERBIA, Beograd",MILOMIR KANDIĆ,20.December 2005.,,,,,,
7052,ELEKTROVEZE-PROIZVODNjA,Beograd,6419461,8,-,Baja Sekulića 27,Auction,2010,1992,3719,0,Snežana Vrzić-Orlović,"70,00%",Sold,14.February 2003.,Radmila Stoiljković,4151000,RSD,"SERBIA, Beograd",MILORAD PANJKOVIĆ (KONZORCIJUM) - Elektroveze Proizvodnja (Beograd),30.August 2005.,,,,,,
7055,PALILULA,Beograd,7483481,19,-,Stevana Dukića 24-26,Auction,,1990,,,Miodrag Dragišić,"69,90%",Sold,14.February 2003.,Miodrag Dragišić,2164000,RSD,"SERBIA, Beograd",VOJISLAV MARTINOVIĆ,26.October 2004.,234,,,,,
7082,KP ZVEZDARA,Beograd,7483333,45,2,Vjekoslava Kovača 3,Auction,,1990,,,Dobro Arsić,"70,00%",Sold,14.February 2003.,Ljiljana Čegar,259000,RSD,"SERBIA, NOVI BEOGRAD",DOBRO ARSIĆ (Konzorcijum),29.July 2003.,,,,,,
7083,POBEDA,Beograd,7068018,9,1,Narodnih heroja 30,Auction,2010,1978,8057,0,Milivoje Keković,"70,00%",Sold,14.February 2003.,Milivoje Keković,104000,RSD,"SERBIA, Beograd",MILORAD VLAHOVIĆ,26.December 2003.,,,,,,
7088,YUGRADIS,Beograd,6425658,9,2,Jurija Gagarina 100,Auction,2010,1993,7960,2299,Branimir Veljić,"70,00%",Sold,14.February 2003.,Branimir Veljić,1460000,RSD,"SERBIA, Beograd",BRANIMIR VELJIĆ,29.July 2008.,,,,,,
7145,NISKOGRADNjA,Niš,7185227,233,13,Dušana Popovića 22a,Auction,2010,1957,772063,0,Svetislav Manić,"70,00%",Sold,03.March 2003.,Rajko Nikolić,47000000,RSD,"SERBIA, Niš",MILUTIN GAŠEVIĆ,29.November 2005.,2776,2893,,,,
7185,GRAFO-CENTAR,Beograd,7075618,12,-,Tošin bunar 148,Auction,,1989,,,Bajrica Dževad,"70,00%",Sold,14.February 2003.,Bajrica Dževad,15600000,RSD,"SERBIA, Beograd",SLOBODAN STOJKOVIĆ,12.September 2003.,648,,,,,
7187,NEOPROJEKT,Beograd,7040296,7,-,Jurija  Gagarina 229,Auction,,1978,,,v.d. direktora Dragana Jovanović,"70,00%",Sold,05.November 2004.,Slavica Milovanović,871000,RSD,"SERBIA, Novi Beograd",DUŠAN PANIĆ,18.December 2006.,64,,,,,
7201,RAD,Valjevo,7135939,5,-,Knez Miloša 2,Auction,2010,1947,1938,0,Gorica Milošević,"70,00%",Sold,14.February 2003.,Borivoj Mitrović,56000,RSD,"SERBIA, Beograd",ZORAN SEKULIĆ,30.May 2006.,,,,,,
7229,HIDROGRADNjA KOMERC / RP TEHNOMETAL OBRADA,Beograd,6052819,2,1,Zrmanjska 8a,Auction,2010,1992,2298,336,Dragomir Vukašinović,"70,00%",Sold,07.March 2007.,Dragomir Vukašinović,8800000,RSD,"SERBIA, Beograd",RP TEHNOMETAL D.O.O.,29.July 2008.,,,,,,
7230,ELEKTROVEZE SERVIS,Beograd,6014399,6,-,Baja Sekulića 27,Auction,2010,1992,3119,223,Željko Štula,"70,00%",Sold,14.February 2003.,Željko Štula,3600000,RSD,"SERBIA, Beograd",DRAGOSLAV ČIHOVIĆ,04.May 2006.,,,,,,
7232,TEHNIKA BS,Beograd,17197266,2,-,Topličin venac 3,Auction,,1998,,,Nebojša Savić,"70,00%",Sold,14.February 2003.,Nebojša Savić,1852000,RSD,"SERBIA, Beograd",PETAR TOMOVIĆ,12.November 2004.,97,,,,,
7254,INTEKS,Mladenovac,7928602,165,2,Kralja Petra Prvog 334,Auction,2010,1986,40627,0,vd Ljubiša Mićić,"70,00%",Sold,14.February 2003.,Gordana Matijević,4327000,RSD,"CROATIA, 49210 Zabok",M-PROFIL D.O.O.,20.July 2004.,12618,18989,,,,
7256,ŠUMADIJA,Mladenovac,7046421,3,1,Kralja Petra Prvog 233,Auction,,,,,Ljubina Nikolić,"70,00%",Sold,14.February 2003.,Ljubina Nikolić,176000,RSD,"SERBIA, Mladenovac",MILOJE GAJIĆ - KONZORCIJUM,12.September 2003.,1095,,,,,
7270,MONITOR,Beograd,7424027,11,-,Višegradska 6,Auction,2010,1990,58124,417,Dušan Miličević,"70,00%",Sold,14.February 2003.,Dušan Miličević,1341000,RSD,"SERBIA, Beograd - Zemun",DUŠAN MILIČEVIĆ (ZA KONZORCIJUM) - MONITOR,26.November 2004.,,,,,,
7271,KOSOVOPROJEKT-GEOBIRO,Beograd,7493541,1,-,Matoševa 6,Auction,2010,1991,2540,88,Aleksandar Ranđelović,"70,00%",Sold,14.February 2003.,Aleksandar Ranđelović,663000,RSD,"SERBIA, Beograd",SLOBODAN ŽIŽIĆ,08.November 2007.,81,,,,,
7275,NERETVA,Beograd,7531699,6,-,"Socijalističkog saveza bb,Ralja",Auction,,1990,,,Snežana Savić,"70,00%",Sold,14.February 2003.,Snežana Savić,1040000,RSD,"SERBIA, Beograd",MLINO KOMERC D.O.O.,20.December 2005.,672,3456,,,,
7277,ABC,Beograd,7009038,3,-,29. Novembra 48,Auction,2010,,7242,253,Žaklina Ranković,"70,00%",Sold,14.February 2003.,Žaklina Ranković,6000,RSD,"SERBIA, Beograd",NIKOLIĆ MILAN (KONZORCIJUM) - ABC,22.November 2005.,,,,,,
7284,ELEKTRODIZALICA,Beograd,7077807,9,-,Kralja Petra 77,Auction,,1980,,,Branko Stanković,"70,00%",Sold,14.February 2003.,Branko Stanković,44000,RSD,"SERBIA, Barajevo-Lisović",BRANKO STANKOVIĆ,15.July 2003.,,,,,,
7292,ELEKTROUNIVERZAL,Beograd,7077793,5,-,Gospodar Jevremova 25,Auction,,1980,,,Đorđe Veruševski,"70,00%",Sold,14.February 2003.,Đorđe Veruševski,317000,RSD,"SERBIA, Barajevo, Beograd",SAVA PAUNOVIĆ,19.July 2005.,,395,,,,
7301,BUDUĆNOST HLAĐENjE,Beograd,7066864,11,1,Budvanska 2,Auction,2010,1955,11365,0,Đorđije Šabović,"70,00%",Sold,14.February 2003.,Đorđije Šabović,3700000,RSD,"SERBIA, Beograd",STEVAN PURIĆ,18.December 2006.,160,300,,,,
7302,MINEL HIPO 7,Beograd,7559771,12,3,Patrijarha Dimitrija 36,Auction,,1991,,,Miomir Tasić,"70,00%",Sold,14.February 2003.,Miomir Tasić,9600000,RSD,"SERBIA, Beograd",MILOMIR KANDIĆ,05.May 2005.,,,,,,
7306,VODOMONT MPDP,Novi Sad,8371580,12,-,Tekelijina 45,Auction,,1992,,,Zoran Kragić,"70,00%",Sold,26.March 2004.,Zoran Kragić,1550000,RSD,"SERBIA, Novi Sad",PIP DOO,18.November 2004.,321,,,,,
7311,MIN MONT / KOPEX MIN MONT,Niš,7580568,146,19,Bulevar 12. februar bb,Auction,2010,1990,132837,0,Sava Stanković,"85,78%",Sold,16.November 2005.,Sava Stanković,28068406,RSD,"POLAND, 40-172 Katowice",KOPEX SA,31.July 2007.,888,15430,,,,
7339,KONTAKTOR,Beograd,7018274,37,3,Milorada Jovanovića 5,Auction,2010,1952,253974,327,Milorad Marković,"69,78%",Sold,18.April 2003.,Milorad Marković,157000000,RSD,"SERBIA, Beograd",RADOSAV GOČMANAC (Konzorcijum) - Kontaktor (Beograd),04.May 2006.,,,,,,
7346,RADE KONČAR - SERVIS LIFTOVA,Beograd,7760175,29,2,Ustanička 125 B / Batajnički drum 23,Auction,2010,1991,9002,2903,Jovan Mirković,"70,00%",Sold,27.November 2006.,Jovan Mirković,13100000,RSD,"SERBIA, Kovin",VLADIMIR MILOJEVIĆ,02.February 2010.,,,,,,
7351,ENERGOSOFT,Novi Sad,8471355,52,41,Bulevar oslobođenja 100,Auction,2010,1993,81563,148,Jovan Cvijović,"70,00%",Sold,25.May 2005.,Jovan Cvijović,91000000,RSD,"SERBIA, Beograd",SAVA KOMAD,31.July 2007.,,,,,,
7368,BANOVO BRDO,Beograd,7005245,162,6,Vladimira Popovića 6,Auction,2010,1955,400047,0,Zlatica Vrcalović,"68,80%",Sold,11.February 2003.,Radivojka Đorđević,530000000,RSD,"SERBIA, Beograd",JOVICA ĐURIĆ,27.December 2007.,16246,,,,,
7373,FORUM INŽENjERING,Beograd,7008309,10,3,Nušićeva 16,Auction,2010,1948,40247,0,Aleksandar Babić,"62,51%",Sold,16.June 2004.,Stevan Krstanić,19300000,RSD,"SERBIA, Beograd",ŽARKO ŠUKOVIĆ,31.October 2005.,938,,,,,
7444,INSTITUT 1. MAJ,Niš,7174039,84,40,Kneginje Ljubice 1/II,Auction,2010,1960,79536,213,Bratislav Mladenović,"70,00%",Sold,12.September 2003.,Stojadin Stajić,79000000,RSD,"SERBIA, Beograd",ZORAN MIHAILOVIĆ,03.March 2006.,,,,,,
7467,METIS,Sivac,8619301,6,-,M.Tita 192,Auction,2010,1925,835,0,Dušan Jovović,"70,00%",Sold,18.March 2003.,Dušan Jovović,42000,RSD,"SERBIA, Crvenka",DUŠAN JOVOVIĆ (kao konzorcijum za Metis Sivac),22.July 2003.,360,,,,,
7483,SLOVO,Kraljevo,7147163,125,3,Vojvode Stepe 45,Auction,,1947,,,Ljubomir Vujović,"39,20%",Sold,26.February 2003.,Mišo Jovanović,3391000,RSD,"SERBIA, Zemun, Beograd",MILIČKO MIJOVIĆ,25.August 2003.,2670,4444,,,,
7486,INEKS-LORIS,Beograd,7041101,3,1,Dositejeva br. 21,Auction,2010,1947,33299,836,Dušan Radović,"70,00%",Sold,02.January 2005.,Rada Dukić,20200000,RSD,"SERBIA, Novi Beograd",OLIVERA RADOVIĆ,06.April 2006.,,16555,,,,
7509,BOBIJA,Ljubovija,7279299,85,6,Karađorđeva 4,Auction,2010,1964,69035,39,Ratko Đokić,"70,00%",Sold,12.March 2003.,Ratko Đokić,7857000,RSD,"SERBIA, Ljubovija",RATKO ĐOKIĆ (KONZORCIJUM za Bobija),21.May 2004.,2853,,,,223626,
7526,UTVA - VOZILA / FLUID,Pančevo,8061238,188,5,Utve Zlatokrile 9,Auction,2010,,342760,0,Živko Samardžija,"56,67%",Sold,28.February 2005.,Jelena Munjeran,98688000,RSD,"SLOVENIA, Črniče",FLUID D.O.O.,06.April 2006.,,55506,,,36608,
7538,BEOGRAD IP,Beograd,7049307,6,1,27.Marta 39/2,Auction,2010,1999,11636,2772,Zoran Ibrović,"69,40%",Sold,18.March 2003.,Zoran Ibrović,40000000,RSD,"SERBIA, Beograd",RAŠKO MOSKOVLJEVIĆ,02.August 2005.,499,,,,,
7659,PREDUZEĆE ZA PUTEVE VALjEVO,Valjevo,7188994,327,5,Milovana Glišića 94,Auction,2010,1962,1373696,53853,Nikola Štulić,"70,00%",Sold,08.May 2003.,Stojanka Marković,37000000,RSD,"SERBIA, Beograd",DUŠAN VASOVIĆ,21.June 2005.,3492,49198,,,92446,
7665,JUGOBIRO SP,Beograd,7008341,20,-,Ljube Kovačevića 14,Auction,,1951,,,Dragan Prvulović,"69,86%",Sold,18.March 2003.,Zvijezdana Vojvodić,1070000,RSD,"SERBIA, Beograd",DRAGAN MATIĆ,30.December 2003.,400,,,,,
7678,TI-BLO-BET/ciglana Salaš,Zaječar,7598262,6,-,"Trg Nikole Pašića 37/ 4, Salaš",Auction,2010,1982,29133,48,Miroslav Bogosavljević,"70,00%",Sold,17.February 2003.,Miroslav Bogosavnjević,7069000,RSD,"SERBIA, Smederevska Palanka",DUŠAN NEDELJKOVIĆ,30.January 2004.,7861,55466,,,26017,
7698,BERBERSKO-FRIZERSKE USLUGE / MAESTRO - SOKO,Sokobanja,7202105,6,-,Svetog Save 4-6,Auction,2010,1985,747,0,Goran Branković,,Sold,24.June 2003.,Goran Branković,2000,RSD,"SERBIA, Beograd, Vinča",ŽELJKO BARIŠIĆ,14.October 2008.,,,,,,
7719,NIŠ - EKSPRES,Niš,7133731,2906,124,Blagoja Parovića 1,Tender,2010,1951,1612130,732,Zoran Jovanović,"57,50%",Sold,28.March 2003.,Milanka Nedeljković,327000000,RSD (converted),"SERBIA, NIŠ",KONZORCIJUM NIŠ-EKSPRES,17.November 2008.,18404,104723,,,,25.January 2006.
7748,JUGOPAPIR,Beograd,7034059,36,5,Obilićev Venac 15,Auction,2010,1954,153681,0,Milorad Kostić,"63,60%",Sold,17.March 2003.,Milorad Kostić,121000000,RSD,"SERBIA, NOVI BEOGRAD",NEBOJŠA IVKOVIĆ,03.February 2004.,,,,,,
7771,JASEN IN,Kraljevo,17215531,146,2,Industrijska bb,Auction,2010,1998,254665,0,Mihailo Đeković,"70,00%",Sold,10.March 2003.,Ljubomir Kiridžić,11721000,RSD,"SERBIA, Beograd",ECOTEQ D.O.O.,30.January 2007.,,27834,,,,
7830,BIGZ PABLIŠING,Beograd,7006462,62,7,Bulevar Vojvode Mišića 17,Auction,2010,2002,89321,0,Borisav Soleša,"70,00%",Sold,27.February 2003.,Borisav Soleša,48121000,RSD,"SERBIA, Beograd",NOVA ŠKOLSKA KNJIGA DOO,02.August 2005.,2623,,,,,
7833,OPTIKA,Beograd,7009011,-,-,Cara Uroša 8-10,Tender,,,,,Ratko Piljak,,Sold,,,760000000,RSD (converted),"SERBIA, BEOGRAD","KONZORCIJUM VETERINARSKI ZAVOD ZEMUN A.D., BEOGRAD I BETA ITH PBB D.O.O., BEOGRAD",05.June 2008.,,,,,,28.September 2007.
7841,V.P. HIDROGRAĐEVINAR,Sremska Mitrovica,8039577,105,4,Promenada 13,Auction,2010,1989,257669,852,Milorad Kovačević,"66,80%",Sold,05.April 2004.,Milorad Kovačević,25000000,RSD,"SERBIA, Novi Sad",HEROJ PINKI,22.June 2006.,,26749,,,35885,
7845,DRAGOLjUB PAUNOVIĆ / JEFIMIJA M,Raška,7386168,14,1,Karađorđeva 10-12,Auction,2010,1990,51196,407,Branka Ćirović,"70,00%",Sold,26.March 2003.,Branka Ćirović,360000,RSD,"SERBIA, RAŠKA",PRVOSLAV MINIĆ,25.August 2003.,,,,,,
7864,AUTOZVEZDARA / SENTRIS,Beograd,7035675,11,-,Vatroslava Jasića 5 /  Zmaj Jovina 15/2,Auction,2010,1974,31189,95,Bogdan Leka,"70,00%",Sold,15.April 2003.,Bogdan Leka,5900000,RSD,"SERBIA, Beograd",ALEKSANDAR RODIĆ,29.June 2004.,435,,,,,
7867,ARHITEKTURA,Stara Pazova,8121478,14,3,Svetosavska 11/3,Auction,2010,1986,11203,0,Marinko Branko,"70,00%",Sold,02.April 2003.,Marinko Branko,3100000,RSD,"SERBIA, Stara Pazova",ANICA MOMČILOVIĆ,15.July 2003.,300,,,,,
7873,HIDROPROJEKAT-VISOKOGRADNjA,Beograd,7422733,6,4,Vele Nigrinove 16,Auction,,1990,,,Nada Popović,"70,00%",Sold,18.March 2003.,Nada Popović,7000000,RSD,"SERBIA, Beograd",GORAN GRCIĆ (Konzorcijum),12.September 2003.,,,,,,
7890,HIDROPROJEKAT-SAOBRAĆAJ,Beograd,7422768,10,4,Vele Nigrinove 16a,Auction,2010,1990,32156,2251,Gordana Jelkić,"70,00%",Sold,18.March 2003.,Gordana Jelkić,12100000,RSD,"SERBIA, BEOGRAD",LJUBIŠA MILUTINOVIĆ,23.September 2003.,146,,,,,
7892,KOSMAJ-MERMER,Mladenovac,7043961,65,1,Raška Vukadinovića 2a,Auction,2010,1952,73672,0,Branislav Radošević,"63,44%",Sold,11.December 2002.,Branislav Radošević,10100000,RSD,"SERBIA, Beograd",DRAGAN GOLIJAN (Konzorcijum),23.September 2003.,,,,,,
7895,HIDROPROJEKAT-VODOPRIVREDA,Beograd,7422750,6,1,Vele Nigrinove 16,Auction,,1990,,,Milomir Tešić,"70,00%",Sold,18.March 2003.,Milomir Tešić,134000,RSD,"SERBIA, Beograd",VLADIMIR OTAŠEVIĆ,21.May 2004.,27,,,,,
7899,AD ISHRANA,Čačak,7193548,209,9,Beogradska 1,Auction,2010,1956,355105,0,Dragomir Ilić,"68,70%",Sold,19.March 2003.,Mirjana Radojičić,10800000,RSD,"SERBIA, Čačak",KD LEONARDO,03.April 2007.,14103,13864,,,3651,
7912,ZAJEČAR,Zaječar,7147686,14,-,Timočke bune 2,Auction,,1962,,,,"70,00%",Sold,14.April 2003.,,410000,RSD,"SERBIA, Zaječar",JOVICA PAVLOVIĆ,29.November 2005.,67,,,,,
7915,JAVOR - NIŠ,Niš,7696051,11,3,Vladimira Majakovskog 95,Auction,,1991,,,Simjan Spiroski,"70,00%",Sold,17.March 2003.,Sonja Marinković,1236000,RSD,"SERBIA, Niš",DRAGOMAN PEŠIĆ (KONZORCIJUM za Javor Niš),21.May 2004.,187,,,,,
7920,IŠP SAVREMENA ADMINISTRACIJA,Beograd,7007477,353,31,Crnotravska 7-9,Tender,2010,1954,591483,0,Milutin Pejčić,"68,90%",Sold,20.April 2005.,Milutin Pejčić,500000000,RSD (converted),"CYPRUS, Nicosia",Broadhurst Investments Limited (Konztžorcijum) - Savremena Administracija (Beograd),05.September 2007.,10907,,,,,26.February 2007.
7992,PUTEVI,Čačak,17041975,248,8,Ulica 600 2,Tender,2010,1962,932464,0,Goran Dunjić,"68,59%",Sold,10.June 2004.,Goran Dunjić,407500000,RSD (converted),"AUSTRIA, Wien",STRABAG AG,09.March 2006.,,,,,,21.September 2005.
8031,PRVA ISKRA-INŽENjERING,Beograd,6434452,59,25,Bulevar JNA 6,,2010,2000,117260,0,Miloš Stefanović,"55,66%",Sold,26.March 2003.,Nikolić Vesna,11400000,RSD,,,,58,,,,,
8050,TISNICA,Žagubica,7140720,30,-,Partizanska bb,Auction,2010,,56120,23,Slobodan Stevanović,"70,00%",Sold,10.April 2003.,Slobodan Stevanović,2609000,RSD,"SERBIA, Zaječar",ZORAN TRAILOVIĆ (KONZORCIJUM),15.June 2004.,1550,,,,,
8083,PZP BAJINA BAŠTA,Bajina Bašta,7216572,57,2,Milenka Topalovića 94,Auction,2010,1972,23609,0,Svele Antić,"70,00%",Sold,17.February 2003.,Svele Antić,21000000,RSD,"SERBIA, Beograd",RADENKO PETROVIĆ,21.October 2003.,286,6780,,,,
8092,POLET,Bor,7190034,78,1,7. jula 62,Auction,2010,1950,186793,0,Dragan Volanović,"64,90%",Sold,12.March 2003.,"Gordana Milisavljević,Snežana Vojnović",8881000,RSD,"SERBIA, Bor",DANOJLA MATIJAŠEVIĆ,03.August 2006.,,10418,,,,
8169,ČAČAK FILM,Čačak,7182961,11,2,Kralja Petra I br.26,Auction,2010,1955,20094,0,Vukosavljević Miladin,"70,00%",Sold,04.July 2006.,Vukosavljević Miladin,14609000,RSD,"SERBIA, Čačak",MILUN TODOROVIĆ (KONZORCIJUM),23.September 2008.,1028,1991,,,,
8185,PROLETER FABRIKA ČARAPA,Ivanjica,7190409,298,4,Milinka Kušića 108,Auction,2010,1961,482484,5324,Boško Popović,"68,50%",Sold,20.June 2003.,Boško Popović,13174000,RSD,"ITALY, 46040 Casaloldo (Mantova)",CALZIFICIO BRAM S.R.L.,27.June 2006.,6190,23562,,,,
8224,PRO GALVANO MIKROMETAL,Beograd,7460627,129,7,Ivana Mažuranića 9,Auction,,1955,,,Petar Đorđević,"9,90%",Sold,07.April 2003.,Gordana Pavić,5508000,RSD,"SERBIA, Beograd",PETAR ĐORĐEVIĆ,25.November 2003.,1659,,,,,
8239,MLADOST,Aleksandrovac,7325169,45,2,Omladinska 106,Auction,2010,1974,15543,0,Miljko Miljković,"70,00%",Sold,12.May 2003.,Miljko Miljković,2826000,RSD,"SERBIA, Kruševac I",MILJKO MILJKOVIĆ (Konzorcijum),18.November 2003.,954,6885,,,,
8270,KOPAONIKTRANS,Brus,7591756,25,1,Kralja Petra prvog 160,Auction,2010,1990,18884,6,Stojan Đorđević,"70,00%",Sold,15.April 2003.,Radiša Moskovljević,214000,RSD,"SERBIA, Kruševac",VOJKAN ĐORĐEVIĆ-KONZORCIJUM,01.August 2003.,60,,,,,
8283,JAVOR,Kušići,7210043,33,1,32258 Kušići,Auction,2010,1905,138052,0,Mile Bogdanović,"70,00%",Sold,20.October 2005.,Mile Bogdanović,19009000,RSD,"SERBIA, Beograd",ĐORĐE MOMIROVIĆ,29.December 2006.,,15659,,,4476604,
8330,SANDžAKTRANS-TRGOPROMET,Novi Pazar,7289138,17,1,Stevana Nemanje 236,Auction,,1978,,,Sulejman Nicević,"70,00%",Sold,07.April 2003.,Ranko Pavlović,1750000,RSD,"SERBIA, Novi Pazar",SULEJMAN NICEVIĆ (Konzorcijum),11.November 2003.,,,,,,
8363,ELVOD,Kragujevac,7148780,257,11,Beogradska 67,Auction,2010,1957,109988,6832,v.d. Dragoljub Milojković,"70,00%",Sold,09.April 2003.,v.d. Dragoljub Milojković,44207000,RSD,"SERBIA, Kragujevac",RAJICA PLAŠIĆ,30.December 2005.,7015,53666,,,,
8384,EI-AUTOSERVIS,Niš,6865798,63,7,Bul. Sv. Cara Konstantina 80-82,Auction,2010,1993,41180,0,Zoran Đorđević,"75,10%",Sold,15.October 2004.,Zoran Đorđević,23503000,RSD,"SERBIA, Beograd",VERANO MOTORS,18.July 2006.,6018,14749,,,,
8387,CRVENI SIGNAL,Leskovac,6407048,5,-,Koste Stamenkkovića 22,Auction,2010,1993,17061,129,Dragan Savić,"70,00%",Sold,11.April 2003.,Dragan Savić,7600000,RSD,"SERBIA, LESKOVAC",DEJAN KOSTIĆ,11.October 2005.,294,,,,,
8399,REMONT,Požarevac,7321988,41,1,Đure Đakovića 6,Auction,,1956,,,Milorad Milošević,"70,00%",Sold,14.April 2003.,Milorad Milošević,4900000,RSD,"SERBIA, Beograd",VIĆENTIJE RADOSAVLJEVIĆ,20.July 2004.,,,,,,
8400,HRASTOVAČA,Požarevac,17125893,80,10,Moravska bb,Auction,2010,1997,779685,117845,Dragan Čolić,"70,00%",Sold,14.April 2003.,g-din Zečević,92291000,RSD,"SERBIA, Novi Sad",PROMIST DOO,31.March 2009.,15296,57084,,,19028684,
